"0","0.0","0.0","0.0","0.0","79966.32"
"1","0.0","0.0","0.0","0.0","79947.36"
"2","0.0","0.0","0.0","0.0","79925.6"
"3","0.0","0.0","0.0","0.0","79888.48"
"4","0.0","0.0","0.0","0.0","79861.44"
"5","0.0","0.0","0.0","0.0","79917.2"
"6","0.0","0.0","0.0","0.0","79967.6"
"7","0.0","0.0","0.0","0.0","79967.84"
"8","0.0","0.0","0.0","0.0","80044.8"
"9","0.0","0.0","0.0","0.0","80077.04"
"10","0.0","0.0","0.0","0.0","80106.56"
"11","0.0","0.0","0.0","0.0","80046.08"
"12","0.0","0.0","0.0","0.0","80058.8"
"13","0.0","0.0","0.0","0.0","79977.2"
"14","0.0","0.0","0.0","0.0","80019.44"
"15","0.0","0.0","0.0","0.0","80042.56"
"16","0.0","0.0","0.0","0.0","80071.04"
"17","0.0","0.0","0.0","0.0","80134.32"
"18","0.0","0.0","0.0","0.0","80130.96"
"19","20000.0","0.0","0.0","20000.0","80106.08"
"20","14561.52","0.0","0.0","14561.52","80096.8"
"21","10591.2","0.0","0.0","10591.2","80092.96"
"22","7717.88","0.0","0.0","7717.88","80098.48"
"23","5600.84","0.0","0.0","5600.84","80072.16"
"24","4078.24","0.0","0.0","4078.24","79981.52"
"25","2960.96","0.0","0.0","2960.96","79998.32"
"26","22152.36","0.0","0.0","22152.36","80040.32"
"27","16128.36","0.0","0.0","16128.36","80024.08"
"28","11740.0","0.0","0.0","11740.0","80050.96"
"29","8542.4","0.0","0.0","8542.4","80032.88"
"30","6215.96","0.0","0.0","6215.96","80021.2"
"31","4528.36","0.0","0.0","4528.36","80022.56"
"32","3300.8","0.0","0.0","3300.8","80015.28"
"33","22405.28","0.0","0.0","22405.28","80020.08"
"34","16357.6","0.0","0.0","16357.6","79917.36"
"35","12002.9","0.0","0.0","12002.9","79720.44"
"36","8904.6","0.0","0.0","8904.6","79465.6"
"37","6683.94","0.0","0.0","6683.94","79141.0"
"38","5086.6","0.0","0.0","5086.6","78774.88"
"39","3945.54","0.0","0.0","3945.54","78370.12"
"40","23119.24","0.0","0.0","23119.24","78033.12"
"41","17142.22","0.0","0.0","17142.22","77668.52"
"42","12831.22","0.0","0.0","12831.22","77163.72"
"43","9718.98","0.0","0.0","9718.98","76678.36"
"44","7492.36","0.0","0.0","7492.36","76134.4"
"45","5875.08","0.0","0.0","5875.08","75612.16"
"46","4716.96","0.0","0.0","4716.96","75161.36"
"47","23877.22","0.0","0.0","23877.22","74731.64"
"48","17863.84","0.0","0.0","17863.84","74323.36"
"49","13508.96","0.32","0.04","13507.6","73816.92"
"50","10364.6","1.06","0.14","10360.2","73304.88"
"51","8113.74","2.7","0.38","8102.52","72808.34"
"52","6474.04","4.5","0.76","6453.64","72326.18"
"53","5306.6","6.52","1.2","5274.06","71829.46"
"54","24456.8","8.84","1.66","24412.66","71329.48"
"55","18426.86","11.66","2.08","18368.12","70882.08"
"56","14095.66","14.3","2.84","14023.78","70341.82"
"57","10964.88","17.64","3.8","10877.2","69832.16"
"58","8712.52","21.66","4.42","8606.02","69347.3"
"59","7093.6","25.62","5.22","6968.7","68894.78"
"60","5905.56","30.2","6.16","5760.62","68462.74"
"61","25041.96","33.76","7.04","24874.06","68023.34"
"62","19016.4","37.86","8.12","18831.78","67496.72"
"63","14669.94","41.66","8.62","14466.1","67070.56"
"64","11512.02","45.96","9.46","11286.48","66598.64"
"65","9229.04","50.32","10.26","8983.9","66096.16"
"66","7583.78","55.28","11.22","7320.22","65661.82"
"67","6413.3","60.08","12.3","6126.42","65314.86"
"68","25555.42","64.04","13.64","25242.74","64894.72"
"69","19522.94","67.3","14.92","19182.98","64389.22"
"70","15169.96","70.82","15.66","14807.4","64019.28"
"71","12003.34","74.08","16.48","11622.26","63540.96"
"72","9707.36","79.9","17.6","9307.48","63087.82"
"73","8072.18","83.02","19.04","7655.8","62678.04"
"74","6881.52","86.02","19.96","6438.9","62274.16"
"75","26001.38","90.76","20.72","25535.1","61911.8"
"76","19929.78","93.58","21.96","19441.8","61580.88"
"77","15537.04","97.62","22.78","15025.8","61211.4"
"78","12386.42","102.38","24.14","11854.04","60806.14"
"79","10108.26","106.96","24.56","9557.48","60412.58"
"80","8460.46","111.28","25.58","7885.66","60050.54"
"81","7252.16","115.64","26.42","6657.58","59683.8"
"82","26360.9","120.62","27.38","25747.08","59420.9"
"83","20303.84","125.08","28.92","19666.88","59104.32"
"84","15927.3","128.88","30.38","15270.92","58733.16"
"85","12763.0","132.38","31.32","12082.62","58389.8"
"86","10483.44","137.4","33.14","9783.6","58007.7"
"87","8804.84","140.46","34.0","8086.26","57613.0"
"88","7582.82","142.0","35.84","6836.84","57317.3"
"89","26699.46","145.1","36.84","25934.94","57074.46"
"90","20649.44","149.82","36.88","19868.22","56775.24"
"91","16271.1","154.16","36.96","15470.56","56387.3"
"92","13115.9","157.96","38.08","12298.54","56018.72"
"93","10818.56","161.14","39.44","9976.8","55654.94"
"94","9139.5","165.2","40.42","8269.68","55314.24"
"95","7919.5","169.66","41.5","7030.22","55012.96"
"96","27026.64","170.62","42.34","26117.82","54767.62"
"97","20939.86","173.36","43.14","20020.58","54503.46"
"98","16545.82","176.22","44.5","15609.2","54219.7"
"99","13372.34","177.8","46.66","12411.98","53904.66"
"100","11072.9","182.92","46.8","10090.28","53598.62"
"101","9411.7","187.16","48.66","8411.56","53354.12"
"102","8192.68","191.24","49.12","7177.3","53051.9"
"103","27314.34","193.74","50.88","26276.04","52797.16"
"104","21257.52","199.28","51.46","20195.94","52559.56"
"105","16859.38","201.4","51.44","15782.0","52219.86"
"106","13668.82","203.72","51.76","12579.72","51894.62"
