4400,0,0
4400,0,0
4382,0,0
4308,0,0
4318,0,0
4262,0,0
4300,0,0
4238,0,0
4256,0,0
4234,0,0
4186,0,0
4218,0,0
4198,0,0
4184,0,0
4226,0,0
4258,0,0
4202,0,0
4246,0,0
4284,0,0
4302,0,0
4350,0,0
4320,0,0
4256,0,0
4286,0,0
4210,0,0
4264,0,0
4280,0,0
4320,0,0
4322,0,0
4320,0,0
4318,0,0
4298,0,0
4296,0,0
4278,0,0
4300,0,0
4378,0,0
4342,0,0
4266,0,0
4272,0,0
4250,0,0
4270,0,0
4276,0,0
4324,0,0
4298,0,0
4270,0,0
4296,0,0
4342,0,0
4342,0,0
4302,0,0
4324,0,0
4286,0,0
4312,0,0
4278,0,0
4292,0,0
4306,0,0
4316,0,0
4360,0,0
4346,0,0
4364,0,0
4278,0,0
4336,0,0
4328,0,0
4344,0,0
4314,0,0
4308,0,0
4308,0,0
4306,0,0
4278,0,0
4258,0,0
4278,0,0
4252,0,0
4256,0,0
4224,0,0
4246,0,0
4224,0,0
4198,0,0
4198,0,0
4188,0,0
4206,0,0
4206,0,0
4190,0,0
4248,0,0
4252,0,0
4290,0,0
4286,0,0
4276,0,0
4318,0,0
4286,0,0
4270,0,0
4236,0,0
4216,0,0
4200,0,0
4260,0,0
4280,0,0
4254,0,0
4254,0,0
4270,0,0
4252,0,0
4256,0,0
4244,200,0
4246,184,0
4238,172,0
4224,162,0
4250,148,0
4284,128,0
4220,116,0
4176,100,0
4200,88,0
4168,84,0
4156,74,0
4230,68,0
4280,66,0
4292,58,0
4308,54,0
4382,50,0
4398,42,0
4363,37,0
4350,36,0
4388,36,0
4360,32,0
4308,32,0
4285,31,0
4225,31,0
4268,28,0
4365,27,0
4379,27,0
4429,29,0
4452,30,0
4499,29,0
4455,229,0
4468,210,0
4499,195,0
4460,178,0
4467,155,0
4445,149,0
4405,141,0
4500,130,0
4448,116,0
4443,103,0
4473,101,0
4435,85,0
4447,85,0
4538,78,0
4526,76,0
4574,72,0
4485,73,0
4436,70,0
4526,68,0
4497,69,0
4433,61,0
4422,60,0
4415,55,0
4359,57,0
4328,60,0
4346,52,0
4353,53,0
4340,54,0
4304,60,0
4322,60,0
4302,262,0
4272,248,0
4284,226,0
4283,213,0
4296,210,0
4318,196,0
4336,170,0
4336,160,0
4287,157,0
4292,142,0
4256,134,0
4271,127,0
4297,119,0
4322,108,0
4296,104,0
4323,105,0
4328,102,0
4309,95,0
4280,102,0
4294,94,0
4267,85,0
4267,85,0
4263,89,0
4265,83,0
4264,82,0
4259,83,0
4264,78,0
4268,76,0
4327,79,0
4262,88,0
4336,288,0
4334,274,0
4335,251,0
4307,243,0
4249,223,0
4192,200,0
4312,194,0
4357,191,0
4332,176,0
4303,171,0
4291,159,0
4216,150,0
4219,149,0
4186,146,0
4190,128,0
4200,120,0
4198,118,0
4202,118,0
4244,118,0
4223,105,0
4255,93,0
4269,83,0
4276,82,0
4293,77,0
4263,79,0
4224,82,0
4279,91,0
4283,87,0
4384,80,0
4409,81,0
4410,288,0
4356,266,0
4269,249,0
4216,236,0
4183,215,0
4199,203,0
4240,192,0
4265,183,0
4274,180,0
4294,172,0
4344,150,0
4325,145,0
4297,131,0
4289,129,0
4327,121,0
4323,113,0
4298,108,0
4320,106,0
4264,106,0
4256,110,0
4254,104,0
4235,101,0
4253,101,0
4237,103,0
4246,100,0
4185,93,0
4260,98,0
4204,96,0
4249,93,0
4208,96,0
4265,99,0
4271,97,0
4301,97,0
4287,95,0
4243,89,0
4198,86,0
4176,96,0
4163,89,0
4194,82,0
4214,90,0
4259,93,0
4262,98,0
4215,99,0
4203,93,0
4240,90,0
4207,81,0
4156,88,0
4125,83,0
4190,88,0
4207,95,0
4146,92,0
4125,91,0
4114,90,0
4182,88,0
4179,91,0
4168,98,0
4186,94,0
4203,95,0
4195,93,0
4173,89,0
4186,88,0
4191,85,0
4207,81,0
4176,80,0
4159,87,0
4136,84,0
4122,88,0
4116,86,0
4096,86,0
4142,80,0
4125,91,0
4144,94,0
4168,91,0
4169,94,0
4160,89,0
4115,88,0
4152,89,0
4170,87,0
4156,91,0
4133,86,0
4129,84,0
4134,89,0
4179,95,0
4147,101,0
4197,111,0
4175,111,0
4136,114,0
4118,118,0
4091,115,0
4073,113,0
4067,113,0
4075,115,0
4092,118,0
4111,117,0
4135,119,0
4142,120,0
4182,108,0
4155,103,0
4137,105,0
4132,104,0
4188,106,0
4165,97,0
4220,102,0
4166,100,0
4179,105,0
4127,101,0
4089,97,0
4083,93,0
4101,99,0
